DATE,TIME (GMT),LAT. (N),LONG. (E),DEPTH (km),MAGNITUDE (Local)
2022 JAN  9,06 08 37.7,36.3263,24.3329,74,2.8
2022 JAN  9,06 26 10.2,41.0774,24.4652,6,2.4
2022 JAN  9,06 26 22.8,38.1528,21.6513,20,1.1
2022 JAN  9,07 14 53.8,34.9850,23.5080,19,2.9
2022 JAN  9,07 42 12.8,38.8193,20.2121,11,2.5
2022 JAN  9,07 59 26.2,37.4913,21.9438,19,2.0
2022 JAN  9,08 44 32.8,34.4778,23.9676,16,2.4
2022 JAN  9,08 51 24.6,35.1041,25.2164,14,1.1
2022 JAN  9,09 09 11.4,38.1715,23.5670,8,1.0
2022 JAN  9,13 14 52.4,35.1773,25.2164,9,1.0
2022 JAN  9,13 15 07.1,38.5716,21.4641,10,0.9
2022 JAN  9,13 23 52.6,39.7870,22.0148,10,1.7
2022 JAN  9,14 18 25.4,36.4407,22.0578,5,1.8
2022 JAN  9,14 19 20.3,37.8566,21.1070,17,2.0
2022 JAN  9,15 39 03.4,35.2025,25.3221,9,2.0
2022 JAN  9,15 53 47.6,35.1279,25.2145,12,1.5
2022 JAN  9,15 53 57.7,37.4542,20.5609,6,2.3
2022 JAN  9,16 17 24.6,35.1512,25.2031,9,1.0
2022 JAN  9,16 21 27.7,35.1251,25.2081,12,1.3
2022 JAN  9,17 48 09.9,37.1530,23.0301,13,2.0
2022 JAN  9,17 57 56.9,37.8520,22.0171,19,1.2
2022 JAN  9,19 12 37.4,35.0835,25.2031,12,1.3
2022 JAN  9,19 13 52.3,35.0771,25.1958,12,1.1
2022 JAN  9,19 24 09.0,35.0784,24.2276,29,1.6
2022 JAN  9,19 33 49.4,36.4316,25.0845,13,2.2
2022 JAN  9,21 43 47.1,40.7790,21.3826,14,5.3
2022 JAN  9,21 46 26.5,40.8499,21.3840,7,3.5
2022 JAN  9,21 49 51.4,40.8055,21.3515,16,3.1
2022 JAN  9,21 50 41.9,40.7899,21.3799,16,2.6
2022 JAN  9,21 51 00.1,40.8357,21.4165,9,3.6
2022 JAN  9,21 53 19.9,40.8641,21.4265,9,4.2
2022 JAN  9,22 01 00.1,40.8646,21.3931,6,2.3
2022 JAN  9,22 03 45.2,40.8165,21.3322,14,2.9
2022 JAN  9,22 05 49.0,40.8293,21.3716,9,2.3
2022 JAN  9,22 09 51.6,40.7858,21.3638,12,2.5
2022 JAN  9,22 10 06.9,40.7405,21.3258,15,2.9
2022 JAN  9,22 15 11.6,40.7616,21.3927,10,2.8
2022 JAN  9,22 17 39.4,40.8563,21.3702,18,2.3
2022 JAN  9,22 20 18.2,40.7808,21.3954,10,2.7
2022 JAN  9,22 21 03.5,40.7899,21.3350,11,3.9
2022 JAN  9,22 24 01.9,40.7689,21.2920,16,2.8
2022 JAN  9,22 28 39.3,40.8733,21.4174,9,3.7
2022 JAN  9,22 31 26.2,40.8224,21.3547,18,2.6
2022 JAN  9,22 37 44.1,40.8577,21.4293,7,3.0
2022 JAN  9,22 41 55.1,40.8609,21.3162,19,2.3
2022 JAN  9,22 41 57.5,38.2677,22.1013,8,1.2
2022 JAN  9,22 43 44.0,40.8490,21.3776,13,2.3
2022 JAN  9,22 51 04.2,40.7579,21.3606,12,2.8
2022 JAN  9,22 51 39.0,40.8540,21.4091,10,3.1
2022 JAN  9,22 56 56.7,38.4174,22.0953,7,1.3
2022 JAN  9,22 57 53.6,35.1952,25.2919,6,0.7
2022 JAN  9,23 03 04.8,40.8774,21.3602,16,2.2
2022 JAN  9,23 04 42.8,35.1768,25.3029,7,1.5
2022 JAN  9,23 11 23.5,38.3904,22.1416,8,0.8
2022 JAN  9,23 18 33.2,35.0908,25.2141,13,1.7
2022 JAN  9,23 27 19.7,40.8778,21.3698,14,2.4
2022 JAN  9,23 28 38.9,36.1478,27.2928,33,2.4
2022 JAN  9,23 29 59.5,40.7657,21.3034,9,1.9
2022 JAN  9,23 32 56.1,40.7698,21.3286,10,2.2
2022 JAN  9,23 34 09.7,36.6600,27.2951,19,2.3
2022 JAN  9,23 37 27.4,40.8211,21.3881,10,2.4
2022 JAN  9,23 38 25.6,40.8101,21.4183,9,3.9
2022 JAN  9,23 40 38.1,40.8005,21.3657,10,2.1
2022 JAN  9,23 45 16.0,40.8554,21.3693,8,2.2
2022 JAN  9,23 47 00.0,40.8261,21.4005,14,2.9
2022 JAN  9,23 52 39.4,40.7089,21.3968,13,2.7
2022 JAN  9,23 54 31.4,40.7620,21.3895,13,2.3
2022 JAN 10,00 08 11.8,40.8202,21.4110,11,3.0
2022 JAN 10,00 10 10.8,40.7968,21.2979,22,1.8
2022 JAN 10,00 10 52.3,35.1906,25.3239,5,0.9
2022 JAN 10,00 13 01.3,40.8458,21.3680,13,1.9
2022 JAN 10,00 15 18.2,40.8920,21.3785,12,2.0
2022 JAN 10,00 17 14.1,38.9314,26.0536,14,2.4
2022 JAN 10,00 18 27.3,40.7748,21.3528,14,2.1
2022 JAN 10,00 28 11.7,40.8792,21.4078,11,2.2
2022 JAN 10,00 31 02.8,40.8096,21.3821,12,1.9
2022 JAN 10,00 41 33.2,40.7506,21.3762,9,2.5
2022 JAN 10,00 54 15.0,38.0113,23.8014,9,1.7
2022 JAN 10,00 55 29.0,40.8188,21.4005,11,1.9
2022 JAN 10,00 56 29.5,40.8536,21.3345,17,2.1
2022 JAN 10,01 01 19.4,40.8101,21.4183,6,2.9
2022 JAN 10,01 05 42.3,40.7730,21.3583,14,2.0
2022 JAN 10,01 07 34.2,40.8527,21.3776,12,2.4
2022 JAN 10,01 23 29.1,40.8138,21.4018,8,3.1
2022 JAN 10,01 25 07.3,36.2228,21.9955,21,2.4
2022 JAN 10,01 27 19.4,40.8664,21.4151,10,2.3
2022 JAN 10,01 30 30.3,40.7932,21.3895,12,2.2
2022 JAN 10,01 32 06.4,40.8165,21.3881,13,3.1
2022 JAN 10,01 38 00.2,35.1315,25.2182,8,1.7
2022 JAN 10,01 41 28.3,40.9122,21.3089,18,2.0
2022 JAN 10,01 47 13.3,40.8298,21.3272,16,2.2
2022 JAN 10,01 48 00.6,40.8664,21.4334,10,2.3
2022 JAN 10,02 05 11.3,40.7712,21.3748,15,1.8
2022 JAN 10,02 06 22.5,40.8591,21.3345,14,1.9
2022 JAN 10,02 08 31.0,40.8737,21.4297,8,2.1
2022 JAN 10,02 17 03.9,40.8499,21.4188,10,1.9
2022 JAN 10,02 26 47.0,40.8220,21.3789,10,2.3
2022 JAN 10,02 32 37.4,40.8554,21.3986,13,1.8
2022 JAN 10,02 34 58.3,40.8430,21.4458,7,1.9
2022 JAN 10,02 39 12.4,35.1540,25.2480,7,0.9
2022 JAN 10,02 43 32.4,40.7639,21.3675,14,1.6
2022 JAN 10,02 50 22.0,40.8865,21.4059,16,1.9
2022 JAN 10,02 58 09.4,40.7547,21.3474,13,1.8
2022 JAN 10,03 06 22.8,40.8412,21.4110,11,2.1
2022 JAN 10,03 08 41.2,40.7698,21.3625,11,2.3
2022 JAN 10,03 11 02.4,40.8939,21.4059,11,1.9
2022 JAN 10,03 13 43.0,40.8316,21.3547,14,2.3
2022 JAN 10,03 17 52.5,40.7735,21.3652,12,2.2
2022 JAN 10,03 19 13.7,36.6444,21.7717,28,1.9
2022 JAN 10,03 24 19.9,36.4009,25.4539,13,2.6
2022 JAN 10,03 30 56.9,40.8238,21.3698,17,1.9
2022 JAN 10,03 38 49.3,40.8595,21.4632,18,2.4
2022 JAN 10,03 50 30.8,38.1651,22.5444,6,1.4
2022 JAN 10,03 58 26.1,35.1686,25.3056,6,0.8
2022 JAN 10,04 06 14.6,40.7950,21.3895,12,1.8
2022 JAN 10,04 08 58.3,40.8444,21.3730,7,1.8
2022 JAN 10,04 10 06.9,40.9140,21.3986,7,1.6
2022 JAN 10,04 12 33.6,40.8710,21.3409,11,2.1
2022 JAN 10,04 17 27.2,37.2409,20.9885,18,3.6
2022 JAN 10,04 30 32.4,40.8316,21.3675,12,2.2
2022 JAN 10,04 33 50.1,40.8060,21.3766,8,1.6
2022 JAN 10,04 38 35.2,36.4915,25.5171,13,2.2
2022 JAN 10,04 41 21.4,40.7904,21.3080,9,1.6
2022 JAN 10,04 42 32.1,40.8755,21.4169,6,2.2
2022 JAN 10,04 43 07.2,38.8358,20.5344,16,2.1
2022 JAN 10,04 48 28.8,40.8481,21.4059,8,2.0
2022 JAN 10,04 57 37.5,40.8673,21.3885,10,1.6
2022 JAN 10,05 04 34.2,40.8673,21.3373,7,1.8
2022 JAN 10,05 12 18.3,41.1539,22.2519,9,1.9
2022 JAN 10,05 12 58.7,40.8783,21.4069,13,1.9
2022 JAN 10,05 16 54.3,38.4357,21.8683,10,1.1
2022 JAN 10,05 21 25.9,40.8691,21.4746,9,2.8
2022 JAN 10,05 28 03.1,40.6879,21.3849,16,1.6
2022 JAN 10,05 36 31.6,40.7693,21.3437,7,1.8
2022 JAN 10,05 42 39.1,40.8380,21.4032,11,2.1
2022 JAN 10,05 55 36.2,40.8810,21.3986,8,2.0
2022 JAN 10,06 00 38.4,40.8774,21.4444,7,1.9
2022 JAN 10,06 03 00.9,40.8920,21.4005,8,1.9
2022 JAN 10,06 18 23.0,40.8508,21.3757,6,1.8
2022 JAN 10,06 25 45.5,40.8197,21.3336,10,2.2
2022 JAN 10,06 28 13.5,40.8188,21.4243,6,3.6
2022 JAN 10,06 30 03.8,40.7602,21.3840,8,2.1
2022 JAN 10,06 32 55.5,40.9232,21.2997,8,2.2
2022 JAN 10,06 39 09.6,40.7913,21.3364,16,1.7
2022 JAN 10,06 41 18.0,40.8646,21.3290,6,1.8
2022 JAN 10,07 00 57.1,40.8902,21.3382,7,2.8
2022 JAN 10,07 28 26.1,36.2512,21.9470,12,2.2
2022 JAN 10,07 29 28.2,40.6870,21.3657,14,1.8
2022 JAN 10,07 35 28.4,40.8847,21.3968,14,2.0
2022 JAN 10,07 37 43.6,38.3560,22.0303,11,1.7
2022 JAN 10,07 38 05.9,40.7794,21.3409,11,2.1
2022 JAN 10,07 43 30.8,40.8820,21.4288,6,2.0
2022 JAN 10,07 46 02.5,40.8636,21.2750,11,1.8
2022 JAN 10,07 46 52.6,40.8060,21.3712,12,1.9
2022 JAN 10,07 51 14.1,40.8380,21.3776,13,1.6
2022 JAN 10,08 00 20.7,40.8197,21.4105,8,2.7
2022 JAN 10,08 02 43.2,40.9039,21.3885,7,1.9
2022 JAN 10,08 10 56.3,40.8426,21.3931,10,2.2
2022 JAN 10,08 15 01.4,40.8334,21.3876,10,2.7
2022 JAN 10,08 20 35.0,40.8417,21.3702,7,2.6
2022 JAN 10,08 20 53.1,36.9736,21.4151,26,3.2
2022 JAN 10,08 24 31.3,40.8737,21.3602,10,2.2
2022 JAN 10,08 26 21.9,40.8627,21.3821,9,2.7
2022 JAN 10,08 28 22.0,35.1407,25.2731,9,1.1
2022 JAN 10,08 29 47.0,40.9140,21.3840,7,2.3
2022 JAN 10,08 31 38.4,40.8096,21.3748,8,1.8
2022 JAN 10,08 34 55.8,39.3462,21.3496,10,2.9
2022 JAN 10,08 35 59.4,40.7968,21.3492,13,2.2
2022 JAN 10,08 41 12.8,40.0424,19.8550,7,2.4
2022 JAN 10,09 11 59.0,40.8458,21.4165,9,2.3
2022 JAN 10,09 30 48.1,40.7785,21.3657,17,1.8
2022 JAN 10,09 31 01.1,40.8591,21.3858,16,1.9
2022 JAN 10,09 32 35.5,40.8591,21.4151,10,2.3
2022 JAN 10,09 40 12.9,40.9305,21.4096,10,2.2
2022 JAN 10,09 48 23.8,37.4565,21.8587,22,2.5
2022 JAN 10,09 52 19.7,40.9122,21.3602,6,2.1
2022 JAN 10,09 55 41.3,40.9872,21.3510,6,2.0
2022 JAN 10,10 06 33.4,40.8810,21.4719,12,1.8
2022 JAN 10,10 09 24.2,40.7323,21.3515,11,2.7
2022 JAN 10,10 10 49.1,35.1553,25.2365,11,1.7
2022 JAN 10,10 25 56.5,40.8682,21.4133,16,2.2
2022 JAN 10,10 29 40.8,40.8664,21.3675,10,2.1
2022 JAN 10,10 32 38.2,40.8609,21.3821,10,2.5
2022 JAN 10,10 32 40.0,37.9417,21.0329,21,2.0
2022 JAN 10,10 38 35.6,35.1283,25.2068,10,1.4
2022 JAN 10,10 43 30.3,40.8243,21.3565,12,1.9
2022 JAN 10,11 25 55.6,39.7865,22.0061,5,2.6
2022 JAN 10,12 10 57.5,40.7808,21.3918,12,2.3
2022 JAN 10,12 21 40.1,40.7620,21.3913,14,2.2
2022 JAN 10,13 16 44.3,40.8760,21.3570,16,2.1
2022 JAN 10,13 28 37.5,39.6570,20.4529,8,1.9
2022 JAN 10,13 45 15.8,37.4789,21.8491,27,1.9
2022 JAN 10,13 50 21.4,39.1388,21.3373,56,1.8
2022 JAN 10,14 00 46.2,38.9310,24.1379,14,2.4
2022 JAN 10,14 03 54.0,40.8316,21.3089,16,2.6
2022 JAN 10,14 06 12.5,40.7826,21.3762,13,2.5
2022 JAN 10,14 07 20.3,40.8041,21.4517,11,2.5
2022 JAN 10,14 13 01.3,40.7803,21.3364,14,2.6
2022 JAN 10,15 03 32.9,40.8527,21.4215,6,2.6
2022 JAN 10,15 05 52.5,40.7913,21.3437,17,2.0
2022 JAN 10,15 18 57.4,40.8810,21.3712,7,2.5
2022 JAN 10,15 34 50.4,40.8170,21.4261,19,2.1
2022 JAN 10,15 43 18.2,40.8554,21.4133,6,3.0
2022 JAN 10,15 59 04.2,37.3187,20.4291,12,3.6
2022 JAN 10,16 15 39.1,36.5327,25.5721,15,2.7
2022 JAN 10,16 49 32.5,38.3194,23.2663,9,0.7
2022 JAN 10,17 14 34.7,40.7671,21.3460,14,2.3
2022 JAN 10,17 53 43.9,40.6174,23.0740,7,2.7
2022 JAN 10,18 19 59.6,37.2821,20.4327,9,2.4
2022 JAN 10,18 29 44.5,36.5355,25.5711,14,3.5
2022 JAN 10,18 51 27.2,40.5849,23.1706,14,2.2
2022 JAN 10,18 55 57.5,36.5359,25.5807,13,2.0
2022 JAN 10,18 58 46.2,36.4645,27.1078,16,2.8
2022 JAN 10,20 06 54.6,40.8609,21.4297,9,2.6
2022 JAN 10,21 00 22.6,40.8302,21.4339,10,2.2
2022 JAN 10,21 24 56.6,35.1833,25.3157,7,1.2
2022 JAN 10,21 25 32.2,40.8247,21.4018,9,3.1
2022 JAN 10,21 45 13.9,40.7712,21.4169,11,1.6
2022 JAN 10,21 47 08.4,40.7858,21.3913,18,1.6
2022 JAN 10,22 03 44.2,40.7437,21.3931,6,2.6
2022 JAN 10,22 07 32.5,40.7803,21.3785,14,2.4
2022 JAN 10,22 09 44.4,40.7799,21.3972,9,1.6
2022 JAN 10,22 19 42.2,40.8247,21.3899,12,1.5
2022 JAN 10,22 30 03.8,40.8444,21.4041,13,1.8
2022 JAN 10,22 31 32.6,40.9048,21.3455,16,1.5
2022 JAN 10,22 32 25.3,40.7721,21.3885,17,1.6
2022 JAN 10,22 33 41.3,40.9067,21.3382,12,1.6
2022 JAN 10,22 52 42.4,40.7762,21.3963,13,1.6
2022 JAN 10,22 54 28.1,40.7895,21.3583,16,1.5
2022 JAN 10,23 00 33.3,36.5337,25.5144,14,2.2
2022 JAN 10,23 10 45.9,40.8334,21.4005,17,1.7
2022 JAN 10,23 13 58.0,40.8508,21.3904,13,1.8
2022 JAN 10,23 25 23.9,36.5437,25.5244,12,2.7
2022 JAN 10,23 34 59.7,40.9122,21.3785,15,1.9
2022 JAN 10,23 39 27.2,40.8243,21.3272,21,1.9
2022 JAN 10,23 46 46.1,38.3089,23.3949,8,1.0
2022 JAN 11,00 10 08.7,40.8600,21.3849,16,2.1
2022 JAN 11,00 25 30.0,40.7748,21.3693,18,1.6
2022 JAN 11,00 44 03.8,40.8682,21.4023,13,2.2
2022 JAN 11,00 52 25.1,40.8060,21.3821,10,2.8
2022 JAN 11,00 52 51.7,40.8147,21.4247,9,3.8
2022 JAN 11,01 07 49.4,35.1398,31.9537,35,6.4
2022 JAN 11,01 34 35.3,37.7188,21.4243,18,2.5
2022 JAN 11,02 25 14.8,40.8170,21.4426,7,3.0
2022 JAN 11,02 25 58.6,40.8334,21.4114,14,3.1
2022 JAN 11,02 27 23.8,40.8389,21.4041,10,2.5
2022 JAN 11,03 02 54.0,40.8293,21.3039,19,2.2
2022 JAN 11,03 12 07.2,40.8746,21.3885,19,2.1
2022 JAN 11,03 14 28.2,38.0388,21.4000,19,2.3
2022 JAN 11,03 21 20.2,34.6243,23.9145,21,2.6
2022 JAN 11,03 28 36.5,40.8664,21.4096,5,2.8
2022 JAN 11,03 45 03.6,40.8362,21.3977,17,2.1
2022 JAN 11,04 41 52.8,35.5673,23.4933,7,3.4
2022 JAN 11,04 42 37.2,40.8701,21.3748,13,1.9
2022 JAN 11,05 11 53.4,40.8444,21.3382,14,2.1
2022 JAN 11,06 17 41.6,40.7968,21.3327,14,2.3
2022 JAN 11,06 20 44.3,40.8710,21.3959,8,2.8
2022 JAN 11,06 33 17.6,40.8417,21.3776,5,3.0
2022 JAN 11,06 34 56.2,40.8902,21.3492,12,2.4
2022 JAN 11,06 40 38.7,40.8975,21.2979,20,2.7
2022 JAN 11,06 46 28.9,40.8902,21.3419,20,2.3
2022 JAN 11,06 48 14.2,40.8481,21.3858,16,1.9
2022 JAN 11,07 00 30.8,37.4666,21.8513,25,2.3
2022 JAN 11,07 15 07.3,37.4643,21.8417,26,1.9
2022 JAN 11,07 54 30.5,37.4643,21.8948,21,1.7
2022 JAN 11,07 54 51.3,38.0077,23.8069,8,1.3
2022 JAN 11,08 31 42.6,37.8053,23.8838,8,1.9
2022 JAN 11,08 41 27.3,37.4734,23.2828,102,2.9
2022 JAN 11,08 46 12.0,40.8051,21.3629,16,2.3
2022 JAN 11,09 48 16.9,40.8408,21.4352,10,2.8
2022 JAN 11,10 39 37.7,36.4952,25.5034,16,2.0
2022 JAN 11,10 42 14.7,36.4719,25.5093,19,2.2
2022 JAN 11,11 13 34.9,34.5905,25.5377,27,2.7
2022 JAN 11,11 14 54.2,34.7104,25.4800,21,2.4
2022 JAN 11,11 46 33.3,39.7554,22.0015,13,2.1
2022 JAN 11,13 07 43.0,40.7877,21.3748,16,2.2
2022 JAN 11,13 23 57.4,40.7858,21.3968,14,2.0
2022 JAN 11,14 20 29.9,40.9113,21.4398,11,2.1
2022 JAN 11,14 23 11.4,34.6756,25.2640,11,3.0
2022 JAN 11,15 14 30.4,40.8316,21.3510,10,4.3
2022 JAN 11,15 17 03.3,40.8783,21.2823,8,2.5
2022 JAN 11,15 22 26.5,36.5099,25.4887,15,1.9
2022 JAN 11,15 30 43.4,40.8096,21.3400,10,2.9
2022 JAN 11,15 47 16.5,40.9103,21.2155,5,2.2
2022 JAN 11,15 57 01.4,40.7437,21.3693,11,2.5
2022 JAN 11,16 24 02.4,40.8115,21.3693,11,2.5
2022 JAN 11,16 26 55.4,40.8746,21.3959,11,2.3
2022 JAN 11,16 29 47.6,36.5176,25.5002,14,3.6
2022 JAN 11,17 01 28.4,40.8408,21.3986,8,3.5
2022 JAN 11,17 11 04.2,40.8829,21.3620,13,2.0
2022 JAN 11,17 22 01.1,40.8371,21.3455,12,2.1
2022 JAN 11,17 34 44.5,40.8078,21.2357,12,2.2
2022 JAN 11,17 41 53.2,40.8476,21.4073,8,2.3
2022 JAN 11,17 44 09.2,40.8348,21.3872,9,4.0
2022 JAN 11,17 48 27.2,40.8856,21.4032,9,2.5
2022 JAN 11,17 49 11.8,40.8430,21.3972,11,2.9
2022 JAN 11,18 00 15.2,40.8746,21.3007,15,2.2
2022 JAN 11,18 10 20.8,40.7739,21.4087,10,2.3
2022 JAN 11,18 16 24.2,40.8458,21.3899,11,3.1
2022 JAN 11,18 35 19.2,36.5460,25.5194,13,2.0
2022 JAN 11,18 42 52.9,40.9241,21.3391,8,2.0
2022 JAN 11,18 44 58.4,36.5337,25.5180,12,3.0
2022 JAN 11,19 01 38.2,40.8884,21.3913,18,2.0
2022 JAN 11,19 05 21.7,40.9488,21.4151,12,2.2
2022 JAN 11,19 11 23.7,40.8499,21.3840,13,2.1
2022 JAN 11,19 53 47.4,40.7529,21.3748,10,2.9
2022 JAN 11,20 00 49.4,40.7648,21.3483,18,2.2
2022 JAN 11,20 21 24.7,38.2906,22.1315,12,1.5
2022 JAN 11,21 04 00.4,38.3688,21.7960,9,1.2
2022 JAN 11,21 13 56.8,35.0816,25.1628,7,1.1
2022 JAN 11,21 23 35.9,35.0693,23.5593,16,2.2
2022 JAN 11,21 29 53.2,34.3524,25.5853,13,3.4
2022 JAN 11,22 19 01.9,40.8453,21.3153,8,2.4
2022 JAN 11,22 25 31.6,40.8495,21.4137,12,2.0
2022 JAN 11,22 55 21.7,40.8371,21.4023,7,2.5
2022 JAN 11,22 56 35.8,35.0775,26.5228,14,2.5
2022 JAN 11,23 29 08.9,40.8737,21.4096,8,2.5
2022 JAN 11,23 57 56.4,35.0620,26.2747,18,2.3
2022 JAN 12,00 11 55.4,39.7261,22.1635,8,2.5
2022 JAN 12,00 40 56.8,35.0491,26.2473,16,2.4
2022 JAN 12,00 43 09.9,38.2539,20.5898,16,2.3
2022 JAN 12,00 56 33.3,34.9686,26.4413,17,2.3
2022 JAN 12,01 08 25.7,38.0113,21.3615,13,2.2
2022 JAN 12,02 46 57.6,34.9026,26.3754,14,2.7
2022 JAN 12,03 01 14.7,40.7533,21.3753,12,3.6
2022 JAN 12,04 24 34.8,35.0372,26.8927,6,2.8
2022 JAN 12,04 28 24.2,34.9329,26.9275,6,3.0
2022 JAN 12,04 35 58.2,34.8953,27.0236,6,2.7
2022 JAN 12,06 28 30.8,39.7604,21.9809,15,2.2
2022 JAN 12,07 41 55.8,40.8604,21.3799,10,2.7
2022 JAN 12,08 08 39.2,35.1448,25.2104,10,1.3
2022 JAN 12,08 13 51.2,40.9160,21.3791,5,2.8
2022 JAN 12,09 56 48.6,39.9477,24.2921,18,2.7
2022 JAN 12,10 49 05.7,38.3620,22.0464,10,1.5
2022 JAN 12,10 55 01.5,35.1036,25.1884,10,1.4
2022 JAN 12,11 15 50.9,38.3853,20.5399,16,2.8
2022 JAN 12,13 16 20.7,35.1018,25.2397,11,2.6
2022 JAN 12,15 12 05.2,38.0525,22.9958,18,2.1
2022 JAN 12,18 05 01.6,35.5344,22.7847,13,3.0
2022 JAN 12,19 24 00.6,40.8261,21.3803,6,2.7
2022 JAN 12,20 10 00.2,36.6531,26.3809,22,3.4
2022 JAN 12,22 54 24.3,37.6932,26.0257,18,4.4
2022 JAN 12,23 37 28.9,37.7097,26.0056,17,2.8
2022 JAN 12,23 46 28.6,37.6712,26.0678,31,2.6
2022 JAN 13,04 47 53.1,37.7078,26.0092,15,3.3
2022 JAN 13,05 08 48.3,35.1764,27.0465,6,3.4
2022 JAN 13,07 31 06.5,35.1613,25.1793,7,2.1
2022 JAN 13,07 52 28.2,39.9655,22.8488,19,1.8
2022 JAN 13,09 35 43.3,39.9348,20.7243,9,2.4
2022 JAN 13,10 23 13.1,40.8421,21.4165,7,2.6
2022 JAN 13,10 29 21.9,40.6229,23.0722,11,2.3
2022 JAN 13,11 25 51.6,40.8376,21.3982,13,2.5
2022 JAN 13,12 03 36.6,37.4803,21.9292,14,3.7
2022 JAN 13,12 15 46.9,40.8385,21.3643,11,2.6
2022 JAN 13,13 45 32.0,40.7382,21.4261,14,2.3
2022 JAN 13,13 52 56.9,38.0937,23.1761,13,1.9
2022 JAN 13,16 55 47.0,40.6247,21.7117,8,2.4
2022 JAN 13,17 43 42.4,35.2029,25.2841,8,1.0
2022 JAN 13,17 57 09.3,35.1173,25.1976,12,1.8
2022 JAN 13,17 58 30.9,38.7447,23.3006,12,2.0
2022 JAN 13,18 40 36.9,40.7281,21.3739,7,2.5
2022 JAN 13,18 45 30.7,40.8316,21.4352,8,2.7
2022 JAN 13,18 53 55.8,39.2734,20.4007,30,1.9
2022 JAN 13,19 18 58.8,35.0789,25.1884,14,1.8
2022 JAN 13,19 44 58.4,40.8504,21.4549,5,2.4
2022 JAN 13,19 58 33.9,34.4669,23.7021,21,3.1
2022 JAN 13,20 36 12.0,40.8829,21.3657,16,2.2
2022 JAN 13,21 10 05.6,37.7866,21.7062,25,1.6
2022 JAN 13,21 18 24.3,40.8202,21.3414,16,2.2
2022 JAN 13,21 18 48.9,38.2260,22.1365,44,1.3
2022 JAN 13,21 20 12.8,38.8600,20.6548,8,0.7
2022 JAN 13,21 43 28.9,37.8831,21.7168,24,1.7
2022 JAN 13,22 15 05.5,40.8092,21.4046,7,2.0
2022 JAN 13,22 16 02.5,40.8632,21.4046,13,1.6
2022 JAN 13,22 16 11.8,35.0826,25.2013,8,1.5
2022 JAN 13,22 17 38.0,40.9364,21.2160,15,2.0
2022 JAN 13,22 27 12.9,39.1621,20.6081,29,1.7
2022 JAN 13,22 55 38.7,40.8247,21.3808,13,2.4
2022 JAN 13,22 59 10.7,40.8604,21.3725,17,2.3
2022 JAN 13,23 03 34.4,37.8850,21.7323,19,1.5
2022 JAN 13,23 03 44.8,40.8467,21.4073,14,2.1
2022 JAN 13,23 18 24.4,35.0528,25.1669,8,2.1
2022 JAN 13,23 19 31.7,35.0249,25.1546,8,1.6
2022 JAN 14,00 07 09.2,36.7685,21.5506,24,2.5
2022 JAN 14,00 20 06.8,36.7213,21.6170,16,2.4
2022 JAN 14,00 46 32.6,35.1530,25.2461,11,1.8
2022 JAN 14,00 51 18.0,38.2265,20.7921,19,1.7
2022 JAN 14,01 11 03.4,40.8083,21.3799,15,1.8
2022 JAN 14,01 44 08.5,36.0764,22.1896,24,2.9
2022 JAN 14,02 07 13.6,37.9015,23.2008,15,1.7
2022 JAN 14,02 08 43.2,38.3208,23.3583,8,1.6
2022 JAN 14,02 20 01.9,39.1635,20.0345,20,1.8
2022 JAN 14,02 20 13.6,38.3162,23.3693,7,1.7
2022 JAN 14,02 33 52.4,40.8174,21.3680,14,2.8
2022 JAN 14,02 35 30.8,40.8211,21.3808,14,2.0
2022 JAN 14,02 56 07.8,37.8488,20.8548,21,2.0
2022 JAN 14,03 22 00.7,36.7827,22.9829,22,2.2
2022 JAN 14,03 50 50.1,35.1695,25.2425,10,1.3
2022 JAN 14,03 51 06.9,34.8390,24.9211,31,2.8
2022 JAN 14,03 54 34.2,36.0727,22.1823,24,3.0
2022 JAN 14,04 30 54.8,37.8932,21.7149,18,1.7
2022 JAN 14,04 52 23.8,35.0423,25.1546,7,2.0
2022 JAN 14,04 57 30.9,35.0212,25.1436,12,2.0
2022 JAN 14,06 14 58.2,36.6325,27.2960,12,3.0
2022 JAN 14,06 25 24.9,37.7147,26.0088,17,3.9
2022 JAN 14,07 04 46.1,35.1645,25.2145,12,1.4
2022 JAN 14,07 11 39.3,37.7028,26.0069,11,3.0
2022 JAN 14,07 17 35.4,37.7225,26.0037,16,3.2
2022 JAN 14,07 51 36.4,37.7042,26.0147,25,2.7
2022 JAN 14,08 42 52.2,40.8481,21.4169,11,2.8
2022 JAN 14,08 43 11.2,37.7788,21.1272,28,2.4
2022 JAN 14,08 52 18.1,35.0450,25.1875,11,2.7
2022 JAN 14,09 15 09.3,35.2254,25.2983,14,2.1
2022 JAN 14,09 28 48.2,38.4947,21.8752,14,1.3
2022 JAN 14,09 46 52.3,40.8563,21.3849,14,2.7
2022 JAN 14,10 09 05.8,37.6859,26.0239,14,2.6
2022 JAN 14,10 14 24.2,37.7504,25.9850,14,3.5
2022 JAN 14,11 04 05.2,34.9594,25.1596,13,1.8
2022 JAN 14,11 40 54.2,38.2535,24.2459,9,2.9
2022 JAN 14,13 00 35.9,35.1439,25.2232,12,1.4
2022 JAN 14,13 01 04.8,38.3226,23.3784,8,1.2
2022 JAN 14,13 59 32.3,35.4913,22.9047,28,2.7
